"","CONTACT","SURVEY","locationID","deploymentID","LONGITUDE","LATITUDE","start","end","CT_MODEL","HEIGHT","DELAY","SENSITIVITY","LURE","LANDSCAPE_FEATURE","DP_COMMENTS","TIME_ZONE","DP_DURATION","BIOME","BIOME_NAME","eco_code","ct_brands","ct_brand_loc","ct_delay_loc","ct_sensitivity_loc","height_loc","lure_loc","landscape_feature_loc","PC1","PC2"
"2490","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM4","PBSOJ_2024_SM4-2",-104.645898013385,20.3101973222338,2024-04-18,2025-02-06 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,294,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2491","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM5","PBSOJ_2024_SM5-1",-104.634850906462,20.3074276024288,2024-04-18,2024-06-20 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,63,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2492","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM5","PBSOJ_2024_SM5-2",-104.634850906462,20.3074276024288,2024-06-30,2025-02-06 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,221,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2493","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM6","PBSOJ_2024_SM6-1",-104.645879000286,20.3101340300854,2024-05-21,2024-08-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,80,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2494","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM6","PBSOJ_2024_SM6-2",-104.645879000286,20.3101340300854,2024-08-21,2024-10-17 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,57,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2495","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM6","PBSOJ_2024_SM6-3",-104.645879000286,20.3101340300854,2024-11-09,2025-02-06 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,89,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2496","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM7","PBSOJ_2024_SM7-1",-104.629585723685,20.3182871132201,2024-06-20,2024-08-10 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,51,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2497","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM7","PBSOJ_2024_SM7-2",-104.629585723685,20.3182871132201,2024-08-21,2025-02-06 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,169,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2498","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SM8","PBSOJ_2024_SM8",-104.640926448656,20.3227927288123,2024-06-20,2025-02-06 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,231,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2499","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL1","PBSOJ_2024_SOL1",-104.616337903064,20.3881533419485,2024-07-08,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,226,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2500","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL2","PBSOJ_2024_SOL2",-104.618015549867,20.3879220845429,2024-07-08,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,226,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2501","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL3","PBSOJ_2024_SOL3",-104.619978540607,20.3885679382578,2024-07-08,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,226,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2502","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL4","PBSOJ_2024_SOL4",-104.618643176515,20.389902371789,2024-07-08,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,226,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2503","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL5","PBSOJ_2024_SOL5",-104.61979689082,20.392299466452,2024-10-02,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,140,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2504","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL6","PBSOJ_2024_SOL6",-104.622327983815,20.3879405116077,2024-10-02,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,140,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2505","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL7","PBSOJ_2024_SOL7",-104.622097306865,20.3921508522777,2024-10-02,2025-02-19 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,140,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2506","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL8","PBSOJ_2024_SOL8-1",-104.616549558212,20.3916959717878,2024-03-02,2024-04-05 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,34,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2507","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_SOL8","PBSOJ_2024_SOL8-2",-104.616549558212,20.3916959717878,2024-04-10,2024-07-20 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,101,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2508","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TX1","PBSOJ_2024_TX1-1",-104.94514150566,20.3417495502642,2024-05-30,2024-07-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,34,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2509","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TX1","PBSOJ_2024_TX1-2",-104.94514150566,20.3417495502642,2024-07-08,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,305,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2510","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TX2","PBSOJ_2024_TX2",-104.941521927925,20.3367332095878,2024-05-30,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,344,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2511","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TX3","PBSOJ_2024_TX3-1",-104.937469003131,20.337888457914,2024-05-30,2024-07-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,34,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2512","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TX3","PBSOJ_2024_TX3-2",-104.937469003131,20.337888457914,2024-07-07,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,306,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2513","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TX4","PBSOJ_2024_TX4",-104.945708439331,20.336942395941,2024-05-30,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,344,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2514","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT1","PBSOJ_2024_TXT1",-104.966792031803,20.3493274525193,2024-06-05,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,338,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2515","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT2","PBSOJ_2024_TXT2",-104.972990035636,20.3547593528998,2024-06-05,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,338,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2516","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT3","PBSOJ_2024_TXT3-1",-104.980022731147,20.3551578971221,2024-06-05,2024-07-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,28,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2517","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT3","PBSOJ_2024_TXT3-2",-104.980022731147,20.3551578971221,2024-07-08,2024-10-10 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,94,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2518","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT3","PBSOJ_2024_TXT3-3",-104.980022731147,20.3551578971221,2024-12-05,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,155,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2519","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT4","PBSOJ_2024_TXT4-1",-104.960919883433,20.3451785618995,2024-06-05,2024-07-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,28,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2520","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_TXT4","PBSOJ_2024_TXT4-2",-104.960919883433,20.3451785618995,2024-07-11,2025-05-09 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,302,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2521","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL1","PBSOJ_2024_VEL1",-104.785487066816,20.2818873859375,2024-07-11,2025-02-12 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,216,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2522","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL2","PBSOJ_2024_VEL2-1",-104.786855469277,20.2826842552015,2024-07-11,2024-08-24 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,44,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2523","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL2","PBSOJ_2024_VEL2-2",-104.786855469277,20.2826842552015,2024-10-03,2025-04-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,182,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2524","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL3","PBSOJ_2024_VEL3",-104.767155278998,20.2701799797163,2024-10-03,2025-04-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,182,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2525","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL4","PBSOJ_2024_VEL4",-104.767190126931,20.2660775200872,2024-10-03,2025-02-18 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,138,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2526","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL5","PBSOJ_2024_VEL5",-104.769763612703,20.2742136394408,2024-10-03,2025-04-03 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,182,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2527","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VEL6","PBSOJ_2024_VEL6",-104.776996354118,20.2724157221341,2024-10-03,2024-11-15 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,43,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2528","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE1","PBSOJ_2024_VIE1",-104.615659950394,20.7019079206872,2024-07-29,2024-11-10 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,104,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2529","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE10","PBSOJ_2024_VIE10",-104.627114520747,20.6632777812215,2024-09-11,2025-01-31 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,142,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2530","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE2","PBSOJ_2024_VIE2-1",-104.618346220709,20.7067570873177,2024-07-13,2024-09-11 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,60,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2531","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE2","PBSOJ_2024_VIE2-2",-104.618346220709,20.7067570873177,2024-11-10,2024-12-07 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,27,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2532","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE3","PBSOJ_2024_VIE3",-104.620066293907,20.7024598450594,2024-07-12,2025-01-31 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,203,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2533","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE4","PBSOJ_2024_VIE4",-104.620264135675,20.6962797833824,2024-07-12,2025-01-31 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,203,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2534","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE5","PBSOJ_2024_VIE5",-104.626462745792,20.6667732475984,2024-07-12,2024-09-11 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,61,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2535","Alejandro Gonzalez","PBSOJ_2024","PBSOJ_VIE7","PBSOJ_2024_VIE7",-104.61307337963,20.6918904494514,2024-09-11,2024-10-07 23:59:59,"Cuddeback H20ir",30,60,"normal","no","trail/road","Rodolfo: check Alejandro's email about these deployments' duration; UTC -7",-7,26,3,"Tropical & Subtropical Coniferous Forests","NT0310","Cuddeback","Cuddeback",60,"normal",30,"no","trail/road",0.0185001462284786,-2.40218524571453
"2536","Ludmila Hufnagel","CAR_06_2012","PEC_37","CAR_06_2012_PEC_37",-43.484028,-20.099611,2014-03-10,2014-07-13 23:59:59,"Bushnell",40,30,"normal","no","trail/road",NA,-3,125,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",40,"no","trail/road",0.076510048505682,-1.26978824866924
"2537","Marcela de Frias Barreto","PEIB_01_2021","PEIB1","PEIB_01_2021_PEIB1",-43.893964,-21.717444,2021-01-14,2021-02-06 23:59:59,"Bushnell",50,30,"normal","no","trail/road","parou de funcionar dia 06/02/2021",-3,23,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2538","Marcela de Frias Barreto","PEIB_01_2021","PEIB10","PEIB_01_2021_PEIB10",-43.8998,-21.700183,2021-01-13,2021-05-12 23:59:59,"Bushnell",50,30,"normal","no","trail/road",NA,-3,119,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2539","Marcela de Frias Barreto","PEIB_01_2021","PEIB11","PEIB_01_2021_PEIB11",-43.888569,-21.685425,2021-01-13,2021-03-24 23:59:59,"Bushnell",50,30,"normal","no","trail/road","parou de funcionar dia 24/03/2021",-3,70,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2540","Marcela de Frias Barreto","PEIB_01_2021","PEIB12","PEIB_01_2021_PEIB12",-43.882717,-21.676717,2021-01-13,2021-03-07 23:59:59,"Bushnell",50,30,"normal","no","trail/road","parou de funcionar dia 07/03/2021",-3,53,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2541","Marcela de Frias Barreto","PEIB_01_2021","PEIB13","PEIB_01_2021_PEIB13",-43.875172,-21.670689,2021-01-13,2021-02-18 23:59:59,"Bushnell",50,30,"normal","no","trail/road","parou de funcionar dia 18/02/2021",-3,36,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2542","Marcela de Frias Barreto","PEIB_01_2021","PEIB14","PEIB_01_2021_PEIB14",-43.874244,-21.680694,2021-01-13,2021-05-12 23:59:59,"Bushnell",50,30,"normal","no","trail/road",NA,-3,119,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2543","Marcela de Frias Barreto","PEIB_01_2021","PEIB15","PEIB_01_2021_PEIB15",-43.876006,-21.690442,2021-01-12,2021-05-11 23:59:59,"Bushnell",50,30,"normal","no","trail/road",NA,-3,119,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2544","Marcela de Frias Barreto","PEIB_01_2021","PEIB16","PEIB_01_2021_PEIB16",-43.893661,-21.692456,2021-01-13,2021-05-12 23:59:59,"Bushnell",50,30,"normal","no","trail/road",NA,-3,119,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0703","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2545","Marcela de Frias Barreto","PEIB_01_2021","PEIB5","PEIB_01_2021_PEIB5",-43.873233,-21.701786,2021-01-15,2021-02-28 23:59:59,"Bushnell",50,30,"normal","no","trail/road","parou de funcionar dia 28/02/2021",-3,44,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2546","Marcela de Frias Barreto","PEIB_01_2021","PEIB6","PEIB_01_2021_PEIB6",-43.884008,-21.706533,2021-01-12,2021-05-11 23:59:59,"Bushnell",50,30,"normal","no","trail/road",NA,-3,119,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2547","Marcela de Frias Barreto","PEIB_01_2021","PEIB7","PEIB_01_2021_PEIB7",-43.873058,-21.71275,2021-01-15,2021-01-19 23:59:59,"Bushnell",50,30,"normal","no","trail/road","parou de funcionar dia 19/01/2021",-3,4,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2548","Marcela de Frias Barreto","PEIB_01_2021","PEIB8","PEIB_01_2021_PEIB8",-43.904506,-21.719497,2021-01-16,2021-05-13 23:59:59,"Bushnell",50,30,"normal","no","trail/road",NA,-3,117,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",50,"no","trail/road",0.476142203994074,-1.23042761852951
"2549","Ludmila Hufnagel","PEIT_08_2019","PEIT01","PEIT_08_2019_PEIT01",-43.4501974494127,-20.4220619093423,2019-08-10,2019-11-06 23:59:59,"Bushnell",40,30,"normal","no","trail/road",NA,-3,88,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",40,"no","trail/road",0.076510048505682,-1.26978824866924
"2550","Ludmila Hufnagel","PEIT_08_2019","PEIT02","PEIT_08_2019_PEIT02",-43.4551147588907,-20.4670032473051,2019-08-12,2019-11-07 23:59:59,"Bushnell",40,30,"normal","no","trail/road",NA,-3,87,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",40,"no","trail/road",0.076510048505682,-1.26978824866924
"2551","Ludmila Hufnagel","PEIT_08_2019","PEIT03","PEIT_08_2019_PEIT03",-43.4032561350326,-20.4605634478729,2019-08-06,2019-11-06 23:59:59,"Bushnell",40,30,"normal","no","trail/road",NA,-3,92,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",40,"no","trail/road",0.076510048505682,-1.26978824866924
"2552","Ludmila Hufnagel","PEIT_08_2019","PEIT04","PEIT_08_2019_PEIT04",-43.4251949632764,-20.4306183094368,2019-08-06,2019-11-06 23:59:59,"Bushnell",40,30,"normal","no","trail/road",NA,-3,92,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0104","Bushnell","Bushnell",30,"normal",40,"no","trail/road",0.076510048505682,-1.26978824866924
